Region,Month of Period,MedianSalePrice,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
Logan Square,2018/06,420000,-1.20%,5.10%,235,12.40%,-1.70%,328,3.80%,10.80%,240,13.20%,11.10%,40,-1,-9,99.00%,-0.10%,-0.30%
Logan Square,2018/07,425000,1.10%,3.10%,232,-1.30%,-6.50%,286,-12.80%,2.10%,229,-4.60%,4.60%,41,1,-6,99.20%,0.20%,-0.30%
Logan Square,2018/08,420000,-1.10%,2.40%,224,-3.40%,-10.00%,227,-20.60%,-18.90%,205,-10.50%,0.50%,47,6,-8,99.10%,-0.20%,-0.30%
Logan Square,2018/09,420000,0.00%,3.10%,205,-8.50%,-8.10%,224,-1.30%,-10.00%,237,15.60%,16.70%,49,2,-3,98.70%,-0.40%,-0.80%
Logan Square,2018/10,435000,3.60%,11.10%,181,-11.70%,-10.40%,235,4.90%,-4.50%,238,0.40%,15.50%,53,4,1,98.30%,-0.40%,-0.50%
Logan Square,2018/11,448000,3.00%,19.00%,160,-11.60%,-3.60%,223,-5.10%,12.60%,222,-6.70%,32.90%,53,0,4,97.80%,-0.50%,-1.00%
Logan Square,2018/12,465000,3.80%,16.30%,151,-5.60%,-14.70%,167,-25.10%,13.60%,185,-16.70%,35.00%,56,3,6,97.80%,0.00%,-0.60%
Logan Square,2019/01,462000,-0.80%,9.20%,132,-12.60%,-13.20%,140,-16.20%,5.30%,189,2.20%,28.60%,58,2,2,97.60%,-0.20%,-1.10%
Logan Square,2019/02,465000,0.80%,8.10%,129,-2.30%,-0.80%,182,30.00%,3.40%,206,9.00%,29.60%,75,18,-1,97.70%,0.10%,-0.30%
Longwood Manor,2012/02,40000,-56.50%,-40.50%,19,26.70%,35.70%,22,-15.40%,0.00%,29,-21.60%,-14.70%,115,0,73,98.60%,0.60%,3.70%
Longwood Manor,2012/03,38000,-4.40%,-4.40%,18,-5.30%,157.10%,14,-36.40%,-46.20%,28,-3.40%,-20.00%,107,-8,81,97.70%,-0.90%,1.70%
Longwood Manor,2012/04,41000,5.90%,-29.30%,16,-11.10%,60.00%,12,-14.30%,-50.00%,23,-17.90%,-25.80%,103,-4,49,94.90%,-2.80%,-1.70%
Longwood Manor,2012/05,100000,146.30%,62.20%,10,-37.50%,-33.30%,19,58.30%,-24.00%,29,26.10%,-14.70%,99,-4,3,91.10%,-3.80%,-9.00%
Longwood Manor,2012/06,66000,-33.80%,-5.70%,10,0.00%,-52.40%,26,36.80%,44.40%,31,6.90%,-6.10%,108,9,12,89.60%,-1.50%,-8.60%
Longwood Manor,2012/07,58000,-12.90%,-51.50%,13,30.00%,-23.50%,30,15.40%,36.40%,32,3.20%,-13.50%,74,-34,-22,94.00%,4.40%,-4.70%
Longwood Manor,2012/08,50000,-13.00%,-51.90%,21,61.50%,75.00%,24,-20.00%,9.10%,31,-3.10%,-6.10%,72,-2,-28,96.20%,2.20%,0.40%
Longwood Manor,2012/09,55000,10.00%,-53.10%,19,-9.50%,90.00%,20,-16.70%,-13.00%,32,3.20%,-11.10%,70,-2,-62,99.00%,2.80%,-0.60%
